CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
483|CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO|UNIMESP|333|SOCIEDADE GUARULHENSE DE EDUCACAO|5|Privada sem fins lucrativos|2|Centro Universitário|3518800|Guarulhos|35|SP|Sudeste|0|117|9|14|4|7|16|27|15|11|9|4|0|1|0|0|1|1|1|1|1|1|1|140|23|1|22288501.25|0.00|13872.87|4572256.65|4675561.49|1601653.73|12159122.89|169484.45|0.00|0.00
489|CENTRO UNIVERSITÁRIO DE VOLTA REDONDA|UNIFOA|336|FUNDACAO OSWALDO ARANHA|5|Privada sem fins lucrativos|2|Centro Universitário|3306305|Volta Redonda|33|RJ|Sudeste|0|692|42|80|43|67|130|120|112|40|29|17|6|6|0|0|1|1|1|1|1|0|1|951|1023|2|90934594.17|0.00|1616252.89|31621885.30|16487252.30|18734974.44|0.00|0.00|0.00|16334944.82
490|CENTRO DE ENSINO SUPERIOR DE VALENÇA|CESVA|337|FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE|5|Privada sem fins lucrativos|3|Faculdade|3306107|Valença|33|RJ|Sudeste|0|159|3|9|13|12|30|28|37|21|4|2|0|0|0|0|0|1|1|1|1|0|1|706|138|2|57107667.14|0.00|0.00|15183999.39|5858201.50|11688970.85|12435771.02|0.00|0.00|1160009.21
491|FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO|FECLE|338|ASSOCIACAO AMPARO AOS PRAIANOS DO GUARUJA|5|Privada sem fins lucrativos|3|Faculdade|3518701|Guarujá|35|SP|Sudeste|0|17|0|0|0|0|0|0|5|1|3|0|3|3|0|2|0|1|0|1|1|0|1|157|3671|2|10650673.00|0.00|0.00|3334633.38|647612.00|1472145.93|245913.00|102530.21|0.00|2472748.00
492|FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ|FACEAG|339|ORGANIZACAO GUARA DE ENSINO|5|Privada sem fins lucrativos|3|Faculdade|3518404|Guaratinguetá|35|SP|Sudeste|0|10|0|0|1|1|3|1|2|0|1|0|1|0|0|0|1|0|1|1|1|1|1|268|3528|1|1371328.04|0.00|0.00|516684.52|221436.22|245552.09|181913.05|14636.68|12545.73|0.00
493|FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ|FACEG|339|ORGANIZACAO GUARA DE ENSINO|5|Privada sem fins lucrativos|3|Faculdade|3518404|Guaratinguetá|35|SP|Sudeste|0|10|0|0|1|1|3|1|2|0|1|0|1|0|0|0|1|0|1|1|1|1|1|268|3528|1|1371328.04|0.00|0.00|516684.52|221436.22|245552.09|181913.05|14636.68|12545.73|0.00
494|UNIVERSIDADE DO SUL DE SANTA CATARINA|UNISUL|340|FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL|5|Privada sem fins lucrativos|1|Universidade|4218707|Tubarão|42|SC|Sul|0|985|4|9|9|13|313|169|205|86|70|50|36|16|3|2|1|1|1|1|1|1|1|36|1250|1|302654076.82|907190.61|15480415.64|74469108.63|33690152.46|50940101.05|121046720.50|16746910.12|7794799.33|26254648.31
495|FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA|FESB|341|FUNDACAO MUNICIPAL DE ENSINO SUPERIOR BRAGANCA PAULISTA|3|Pública Municipal|3|Faculdade|3507605|Bragança Paulista|35|SP|Sudeste|0|229|6|7|5|10|19|14|28|25|27|15|29|25|10|9|1|0|0|1|1|1|1|80|0|1|14198793.29|0.00|966599.66|3488210.02|2429849.27|3403967.87|239050.56|0.00|0.00|3983215.87
496|UNIVERSIDADE DE FRANCA|UNIFRAN|342|ACEF S/A.|4|Privada com fins lucrativos|1|Universidade|3516200|Franca|35|SP|Sudeste|0|455|14|10|68|30|102|82|69|36|24|10|7|2|1|0|1|0|0|0|1|0|1|3008|10422|1|272963094.34|0.00|9606529.90|62357119.63|19151992.08|55591123.41|44107409.62|5626043.46|17069966.72|8944754.55
501|ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA|EMESCAM|345|IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA|5|Privada sem fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|129|3|2|14|8|33|31|28|6|2|0|1|0|1|0|1|1|0|0|1|0|1|653|1243|2|50247061.97|0.00|2565725.49|18552396.81|3509916.96|5731156.46|1909957.86|0.00|0.00|17614963.12
502|CENTRO UNIVERSITÁRIO MONTE SERRAT|UNIMONTE|346|INSTITUTO DE EDUCACAO E CULTURA UNIMONTE S/A|4|Privada com fins lucrativos|2|Centro Universitário|3548500|Santos|35|SP|Sudeste|0|249|7|7|8|11|77|46|28|19|16|7|12|3|5|3|0|1|0|1|1|1|1|3|15000|1|49547228.00|0.00|1918067.00|9072474.00|6435984.00|12719234.00|15769264.00|13281274.00|0.00|14962997.00
506|FACULDADE DE MEDICINA DE CAMPOS|FMC|348|FUNDACAO BENEDITO PEREIRA NUNES|5|Privada sem fins lucrativos|3|Faculdade|3301009|Campos dos Goytacazes|33|RJ|Sudeste|0|123|4|7|3|10|35|22|18|15|4|3|2|0|0|0|0|0|0|0|1|1|1|151|3|2|35338370.15|0.00|0.00|13162974.76|2726886.48|5811456.21|8493994.13|0.00|0.00|0.00
507|FACULDADE TRIÂNGULO MINEIRO|FTM|349|ASSOCIACAO COMERCIAL E INDUSTRIAL DE ITUIUTABA|5|Privada sem fins lucrativos|3|Faculdade|3134202|Ituiutaba|31|MG|Sudeste|0|15|2|2|0|0|4|1|3|0|2|1|0|0|0|0|0|0|0|0|1|0|1|113|0|2|1613697.87|0.00|530143.99|952218.21|633197.27|532241.27|0.00|0.00|0.00|474281.56
508|FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM|FACESM|350|CENTRO REGIONAL DE CULTURA|5|Privada sem fins lucrativos|3|Faculdade|3132404|Itajubá|31|MG|Sudeste|0|16|0|0|0|0|5|0|7|0|1|1|2|0|0|0|0|0|0|0|1|1|1|0|0|1|5777864.90|0.00|112961.48|2668347.37|630533.61|1084609.29|0.00|0.00|0.00|1573682.91
510|ESCOLA DE ENFERMAGEM WENCESLAU BRAZ|EEWB|352|ASSOCIACAO DE EDUCACAO, SAUDE E CULTURA - AESC|5|Privada sem fins lucrativos|3|Faculdade|3132404|Itajubá|31|MG|Sudeste|0|27|3|3|0|0|4|2|12|3|0|0|0|0|0|0|0|0|1|1|1|0|1|20|0|2|3191694.65|263557.80|224468.67|1741903.87|695301.69|575261.86|0.00|0.00|0.00|1022920.63
513|UNIVERSIDADE VALE DO RIO DOCE|UNIVALE|354|FUNDACAO PERCIVAL FARQUHAR|5|Privada sem fins lucrativos|1|Universidade|3127701|Governador Valadares|31|MG|Sudeste|0|343|49|33|23|16|59|86|16|29|13|18|0|1|0|0|1|1|1|1|1|1|1|378|4500|1|44847363.18|0.00|2364698.86|20305943.75|1723785.38|8147042.61|6853171.11|80918.87|756011.62|3904349.57
514|CENTRO UNIVERSITÁRIO DE BARRA MANSA|UBM|355|SOBEU - ASSOCIACAO BARRAMANSENSE DE ENSINO|5|Privada sem fins lucrativos|2|Centro Universitário|3300407|Barra Mansa|33|RJ|Sudeste|0|267|10|11|24|18|45|34|85|33|0|7|0|0|0|0|0|0|0|1|1|1|1|354|38|1|66246436.75|0.00|1086124.13|13211522.19|8807681.46|2441243.83|14817742.96|248896.09|2458.00|26898616.24
515|CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI|UNIAN|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|3303302|Niterói|33|RJ|Sudeste|0|185|0|0|0|12|53|36|28|29|12|4|5|6|0|0|0|1|0|0|1|0|1|258360|6544|1|2000117063.22|0.00|209094359.16|307760280.52|176659143.48|290584271.13|445411000.82|136566175.50|17550401.46|379828565.54
516|CENTRO UNIVERSITÁRIO MOACYR SREDER BASTOS|UNIMSB|357|ASSOCIACAO DE ENSINO DE CAMPO GRANDE|5|Privada sem fins lucrativos|2|Centro Universitário|3304557|Rio de Janeiro|33|RJ|Sudeste|1|79|1|10|1|8|16|13|12|7|1|3|3|2|1|1|0|1|0|1|1|0|1|10|3528|1|30881040.08|0.00|18000.00|5353317.98|2294279.13|2639628.61|2997833.10|241204.96|206747.11|0.00
517|FACULDADE DE EDUCAÇÃO SÃO LUÍS|FESL|358|ASSOCIACAO JABOTICABALENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|3524303|Jaboticabal|35|SP|Sudeste|0|70|0|0|2|0|16|7|28|5|4|5|1|1|1|0|0|1|0|0|1|0|1|0|3538|2|19386888.21|0.00|164205.37|4236428.55|1551406.53|2574915.89|3261134.45|404506.88|400524.36|3269644.61
518|CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL|UDF|359|CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA|4|Privada com fins lucrativos|2|Centro Universitário|5300108|Brasília|53|DF|Centro-Oeste|1|161|0|2|1|6|47|70|21|11|1|2|0|0|0|0|0|1|0|0|1|0|1|3008|10422|1|147132094.79|0.00|11222897.40|27619200.14|7843349.94|24646155.27|50318950.46|1925276.79|572496.32|5005056.98
519|UNIVERSIDADE CATÓLICA DO SALVADOR|UCSAL|360|ASSOCIACAO UNIVERSITARIA E CULTURAL DA BAHIA|5|Privada sem fins lucrativos|1|Universidade|2927408|Salvador|29|BA|Nordeste|1|450|2|2|22|59|118|112|90|31|6|7|1|0|0|0|1|1|1|1|1|1|1|8357|839|2|71863371.97|0.00|25149836.42|27520085.59|13155893.70|18068214.51|19193571.05|3635195.91|0.00|14573031.13
521|UNIVERSIDADE DE MOGI DAS CRUZES|UMC|362|ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA|4|Privada com fins lucrativos|1|Universidade|3530607|Mogi das Cruzes|35|SP|Sudeste|0|502|9|2|15|7|140|125|71|73|20|16|9|9|2|4|1|1|0|0|1|0|1|0|10836|1|198993266.00|0.00|6191416.00|48726694.00|10936242.00|36066907.00|4948744.00|5307071.00|1690530.00|73145493.00
522|CENTRO UNIVERSITÁRIO CELSO LISBOA|UCL|363|INSTITUTO SUPERIOR DE ENSINO CELSO LISBOA|5|Privada sem fins lucrativos|2|Centro Universitário|3304557|Rio de Janeiro|33|RJ|Sudeste|1|157|1|13|2|6|56|28|27|12|10|1|0|0|1|0|0|1|0|1|1|0|1|18|3200|1|38034588.83|0.00|32818226.87|8456371.41|4369772.02|4951759.15|10624181.93|0.00|0.00|4927416.27
526|UNIVERSIDADE BRAZ CUBAS|UBC|365|SOCIEDADE EDUCACIONAL BRAZ CUBAS LTDA.|4|Privada com fins lucrativos|1|Universidade|3530607|Mogi das Cruzes|35|SP|Sudeste|0|343|1|2|2|5|99|50|57|38|37|17|16|10|4|5|1|1|1|1|1|1|1|330|2100|2|107812386.73|0.00|8059.00|21081044.79|13865055.52|12582794.30|10694747.34|305942.33|518608.33|51323247.44
527|PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS|PUC GOIÁS|366|SOCIEDADE GOIANA DE CULTURA|5|Privada sem fins lucrativos|1|Universidade|5208707|Goiânia|52|GO|Centro-Oeste|1|1171|55|63|27|53|255|284|163|108|96|44|17|3|2|1|1|0|1|1|1|0|1|687|152|2|399808661.30|0.00|47464095.50|169880472.96|46682490.36|22787048.41|120494077.37|26260953.94|6351532.49|1454995.31
528|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO|PUC-RIO|367|FACULDADES CATOLICAS|5|Privada sem fins lucrativos|1|Universidade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|1826|14|82|32|132|199|508|285|289|71|37|42|75|27|33|1|1|0|1|1|1|1|40000|284173|2|442632847.00|0.00|144127793.00|153823450.00|93654441.00|77879907.00|246365492.00|12688403.00|0.00|7662528.00
530|FACULDADE DE MÚSICA DO ESPÍRITO SANTO|FAMES|368|ESPIRITO SANTO SECRETARIA DE ESTADO DA EDUCACAO|2|Pública Estadual|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|45|0|0|0|4|13|11|12|4|1|0|0|0|0|0|0|0|0|1|1|1|1|2|0|2|65438.34|15324671.00|393164.41|4719955.37|1238620.03|1744133.60|4748942.00|287428.00|0.00|0.00
532|UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL|UNIJUI|370|FUNDACAO DE INTEGRACAO, DESENVOLVIMENTO E EDUCACAO DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL - FIDENE|5|Privada sem fins lucrativos|1|Universidade|4310207|Ijuí|43|RS|Sul|0|711|17|18|8|11|112|92|207|126|63|29|15|9|2|2|1|1|1|1|1|1|1|192|268|2|128734649.70|6846006.41|2813164.08|39979916.36|19280252.35|14065211.70|35013148.54|0.00|0.00|15486859.01
533|FACULDADES INTEGRADAS DE ITAPETININGA|FII|371|FUNDACAO KARNIG BAZARIAN|5|Privada sem fins lucrativos|3|Faculdade|3522307|Itapetininga|35|SP|Sudeste|0|46|0|0|0|4|7|8|14|13|0|0|0|0|0|0|1|0|1|1|1|0|0|491|445|1|10670594.39|0.00|253919.50|2273945.40|1414732.50|1804089.39|488064.45|39094.99|0.00|5814152.85
534|ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA|EBMSP|372|FUNDACAO BAHIANA PARA DESENVOLVIMENTO DAS CIENCIAS|5|Privada sem fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|610|6|32|12|23|195|144|94|51|39|6|6|1|1|0|1|1|1|1|1|1|1|5|0|2|89951358.39|0.00|1491800.36|30824914.26|18854940.19|15016228.60|2053689.28|2452303.54|2003698.56|21818891.42
535|CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN|FAFIMAN|373|FUNDACAO CENTRO UNIVERSITARIO DE MANDAGUARI - UNIMAN|7|Especial|3|Faculdade|4114203|Mandaguari|41|PR|Sul|0|18|0|0|3|0|3|1|3|1|3|2|1|1|0|0|0|0|0|1|1|1|0|0|0|2|4435102.16|0.00|0.00|2029491.59|529147.91|849333.20|1178946.95|19366.25|51542.82|0.00
543|FACULDADE DE CIÊNCIAS DA FUNDAÇÃO INSTITUTO TECNOLÓGICO DE OSASCO|FAC-FITO|376|FUND INST TECNOL DE OSASCO|3|Pública Municipal|3|Faculdade|3534401|Osasco|35|SP|Sudeste|0|16|1|1|2|2|2|4|3|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|2405855.53|2740386.77|185024.21|1169938.39|261148.59|643989.14|50645.35|0.00|0.00|0.00
544|FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA|FACHI|779|FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA|5|Privada sem fins lucrativos|3|Faculdade|3131703|Itabira|31|MG|Sudeste|0|156|5|5|7|6|35|24|22|10|23|8|5|4|2|0|0|0|1|1|1|1|1|24|3479|2|5710991.94|0.00|759583.27|1633198.85|1278274.42|1443661.29|2561172.34|0.00|0.00|377501.03
545|FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA|FACCI|779|FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA|5|Privada sem fins lucrativos|3|Faculdade|3131703|Itabira|31|MG|Sudeste|0|168|5|5|7|6|40|25|22|10|25|6|7|8|1|1|0|0|1|1|1|1|1|24|3479|2|17233534.58|0.00|1836317.96|3948312.83|3090271.16|3490099.45|6191719.76|0.00|0.00|912621.35
546|PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO|PUCSP|378|FUNDACAO SAO PAULO|5|Privada sem fins lucrativos|1|Universidade|3550308|São Paulo|35|SP|Sudeste|1|1523|12|34|8|30|436|273|355|173|108|30|36|14|11|3|1|1|1|0|1|0|1|55|30|2|431543257.04|0.00|71230542.22|167455902.18|65648487.73|54304376.52|36594865.97|10323022.25|1461179.00|99955164.38
547|UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO|UERJ|379|UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO|2|Pública Estadual|1|Universidade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|5741|15|59|118|200|1438|1200|1255|674|355|160|136|62|36|33|1|1|1|1|1|1|1|3110|22871|2|34442104.00|1399126073.00|12425135.00|21544332.22|27151155.80|227790476.00|330565674.00|28738398.00|45494781.00|28472566.00
548|UNIVERSIDADE FEDERAL DO MARANHÃO|UFMA|2497|FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO|1|Pública Federal|1|Universidade|2111300|São Luís|21|MA|Nordeste|1|1652|2|14|4|14|163|238|400|272|224|126|113|62|11|9|1|1|1|1|1|1|1|20|6303|2|9484188.21|751794007.75|1579391.31|178920605.86|118284854.07|95973961.61|254412293.51|23446228.89|310155.93|160010598.00
549|UNIVERSIDADE FEDERAL DO ACRE|UFAC|381|FUNDACAO UNIVERSIDADE FEDERAL DO ACRE|1|Pública Federal|1|Universidade|1200401|Rio Branco|12|AC|Norte|1|732|4|67|7|36|38|76|107|124|104|133|19|10|2|5|1|1|1|1|1|1|0|200000|266|2|278368946.30|6794415.17|0.00|82491955.28|54994636.85|74277972.76|54510832.90|18100705.27|0.00|0.00
550|UNIVERSIDADE ESTADUAL DA PARAÍBA|UEPB|382|UNIVERSIDADE ESTADUAL DA PARAIBA|2|Pública Estadual|1|Universidade|2504009|Campina Grande|25|PB|Nordeste|0|738|9|36|2|3|41|122|56|111|134|139|43|31|3|8|1|0|1|0|1|1|1|0|0|2|3740158.74|275034702.22|1532160.32|156940861.22|52313620.41|45596920.14|35215926.34|10002009.38|0.00|0.00
554|FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE BOA ESPERANÇA|FAFIBE|385|FUNDACAO COMUNITARIA, CIENTIFICA E CULTURAL DE BOA ESPERANCA-FUNCEC|5|Privada sem fins lucrativos|3|Faculdade|3107109|Boa Esperança|31|MG|Sudeste|0|12|1|4|0|0|3|0|2|0|1|0|0|0|0|1|0|0|0|1|1|0|0|0|0|2|966298.78|34447.46|27921.46|162914.91|125204.22|61902.13|7875.20|316114.44|151201.19|83160.82
555|UNIVERSIDADE DE FORTALEZA|UNIFOR|386|FUNDACAO EDSON QUEIROZ|5|Privada sem fins lucrativos|1|Universidade|2304400|Fortaleza|23|CE|Nordeste|1|1250|12|64|13|51|193|501|151|105|94|46|15|4|1|0|1|1|1|0|1|1|1|8657|17076|1|421763528.83|0.00|337811573.77|118490843.04|23697846.30|56205815.05|61636290.47|6684409.83|0.00|56247061.77
568|UNIVERSIDADE ESTADUAL DO MARANHÃO|UEMA|390|UNIVERSIDADE ESTADUAL DO MARANHAO|2|Pública Estadual|1|Universidade|2111300|São Luís|21|MA|Nordeste|1|613|45|36|74|68|128|103|79|64|5|4|3|1|2|1|1|1|1|1|1|1|1|10|3200|2|3136674.81|227104356.09|3918520.87|91804772.45|49104120.14|22310529.18|63745208.21|3845679.19|9598493.03|7598493.00
569|UNIVERSIDADE FEDERAL DO PARÁ|UFPA|15509|UNIVERSIDADE FEDERAL DO PARA|1|Pública Federal|1|Universidade|1501402|Belém|15|PA|Norte|1|2375|2|20|9|36|292|315|280|247|558|252|217|102|27|18|1|1|1|1|1|1|1|138419|0|2|24592242.83|6236836.30|346273.68|307583595.41|184887683.99|110638509.62|204613819.40|31591234.00|0.00|0.00
570|UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE|UFRN|13401|UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE|1|Pública Federal|1|Universidade|2408102|Natal|24|RN|Nordeste|1|3203|22|107|26|72|274|364|243|412|729|454|264|169|40|27|1|1|1|1|1|1|1|38721|3536|2|31471223.25|1684600983.49|0.00|349600942.42|270329009.80|150089140.34|284461678.75|54352368.78|4549800.00|417727642.13
571|UNIVERSIDADE FEDERAL DO PARANÁ|UFPR|15595|UNIVERSIDADE FEDERAL DO PARANA|1|Pública Federal|1|Universidade|4106902|Curitiba|41|PR|Sul|1|1937|7|15|8|24|139|178|270|254|470|272|151|79|40|30|1|1|1|1|1|1|1|59|11443|2|6662266870.00|1575667719.77|8097387.11|321486699.85|320972732.06|203720335.23|352614309.47|36453936.89|37532177.86|362037561.30
572|UNIVERSIDADE FEDERAL FLUMINENSE|UFF|15589|UNIVERSIDADE FEDERAL FLUMINENSE|1|Pública Federal|1|Universidade|3303302|Niterói|33|RJ|Sudeste|0|1880|1|1|465|235|42|48|127|150|308|231|129|106|20|17|1|1|1|0|1|1|1|3871|1500|2|12951708.49|1878810008.35|6144703.80|864729732.82|0.00|220862024.01|230287584.18|23783159.57|641871.18|0.00
573|UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO|UFES|15591|UNIVERSIDADE FEDERAL DO ESPIRITO SANTO|1|Pública Federal|1|Universidade|3205309|Vitória|32|ES|Sudeste|1|3270|50|72|126|243|529|471|534|217|471|283|139|109|13|13|1|1|1|1|1|1|1|16818|1513|2|41631021.00|890998806.00|47090801.00|350904628.00|273548736.00|115927987.00|182661424.00|8932213.00|14877267.00|32868373.00
574|UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO|UFRRJ|9053|UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO|1|Pública Federal|1|Universidade|3305554|Seropédica|33|RJ|Sudeste|0|1230|9|62|11|64|118|331|300|279|0|0|19|22|7|8|1|1|0|0|1|1|1|0|53|2|3745822.99|565586654.00|575403901.05|1.00|1.00|480623107.72|66629672.41|7353523.40|917965.79|0.00
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|UFMG|15515|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|3106200|Belo Horizonte|31|MG|Sudeste|1|4442|41|132|59|90|631|509|846|493|841|400|209|116|44|31|1|1|1|1|1|1|1|0|31|2|28705018.05|2030612232.55|32266184.41|833226260.93|549033627.81|166179744.31|446327973.06|29243139.10|2995186.73|29245169.08
576|UNIVERSIDADE FEDERAL DE JUIZ DE FORA|UFJF|15648|UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF|1|Pública Federal|1|Universidade|3136702|Juiz de Fora|31|MG|Sudeste|0|1219|3|53|2|16|80|151|128|121|244|182|136|85|9|9|1|1|1|0|1|1|1|461|1054|2|77509278.88|764353160.31|6749207.53|197160688.94|76079783.72|91238678.28|203319494.62|7928524.05|7415487.68|506326238.11
577|UNIVERSIDADE FEDERAL DE ALAGOAS|UFAL|15601|UNIVERSIDADE FEDERAL DE ALAGOAS|1|Pública Federal|1|Universidade|2704302|Maceió|27|AL|Nordeste|1|1785|9|18|125|59|173|181|335|219|329|166|78|68|14|11|1|1|1|0|1|1|1|19|3567|2|7355516.74|668460415.72|16851081.22|270880251.61|0.00|84513588.67|110275034.98|47111943.47|1944946.65|0.00
578|UNIVERSIDADE FEDERAL DA BAHIA|UFBA|15594|UNIVERSIDADE FEDERAL DA BAHIA|1|Pública Federal|1|Universidade|2927408|Salvador|29|BA|Nordeste|1|3195|22|97|37|54|443|324|524|339|650|324|174|101|58|48|1|1|1|1|1|1|1|0|2359|2|16969481.84|1547726185.00|4672086.40|329449972.07|261597699.38|110234504.96|452189872.96|12024966.17|12350575.75|0.00
579|UNIVERSIDADE FEDERAL DA PARAÍBA|UFPB|15590|UNIVERSIDADE FEDERAL DA PARAIBA|1|Pública Federal|1|Universidade|2507507|João Pessoa|25|PB|Nordeste|1|4582|361|893|13|48|305|455|285|326|809|541|272|190|45|39|1|1|1|1|1|1|1|0|135045|2|1036426.64|894193758.13|1179207.45|328502987.15|262861526.18|34407985.87|119057747.39|26050192.39|4083431.75|0.00
580|UNIVERSIDADE FEDERAL DE PERNAMBUCO|UFPE|15538|UNIVERSIDADE FEDERAL DE PERNAMBUCO|1|Pública Federal|1|Universidade|2611606|Recife|26|PE|Nordeste|1|5492|250|438|215|384|509|727|439|394|1107|541|258|152|48|30|0|0|0|0|0|0|0|0|0|2|23869000.00|1570858000.00|0.00|1111619000.00|0.00|180798000.00|269004000.00|33306000.00|0.00|0.00
581|UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL|UFRGS|13482|UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL|1|Pública Federal|1|Universidade|4314902|Porto Alegre|43|RS|Sul|1|4665|361|500|518|579|431|574|367|281|418|209|220|123|51|33|1|1|1|0|1|1|1|39|50120|2|30374166.42|1502719194.85|7623182.17|477079508.05|218324513.18|686944003.71|224168264.81|21153293.11|12911660.94|0.00
582|UNIVERSIDADE FEDERAL DE SANTA MARIA|UFSM|391|MINISTERIO DA EDUCACAO|1|Pública Federal|1|Universidade|4316907|Santa Maria|43|RS|Sul|0|2755|23|59|40|67|186|235|292|242|672|361|308|175|53|42|1|1|1|0|1|1|1|0|14676|2|13307830.56|1139132301.13|0.00|322107369.30|214738246.20|129724334.61|132020477.66|31495190.64|20784841.16|301569672.12
583|UNIVERSIDADE FEDERAL DO CEARÁ|UFC|15439|UNIVERSIDADE FEDERAL DO CEARA|1|Pública Federal|1|Universidade|2304400|Fortaleza|23|CE|Nordeste|1|3416|14|42|42|84|420|418|547|381|635|311|249|161|60|52|1|1|1|0|1|1|1|0|8500|2|9175709.63|1165938361.91|7501002.47|328277964.22|326080727.17|168213755.31|173703822.23|33614687.78|0.00|0.00
584|UNIVERSIDADE FEDERAL DE GOIÁS|UFG|14856|UNIVERSIDADE FEDERAL DE GOIAS|1|Pública Federal|1|Universidade|5208707|Goiânia|52|GO|Centro-Oeste|1|2465|0|6|24|56|328|324|201|185|516|321|287|142|53|22|1|1|1|1|1|1|1|1246|14531|2|20751832.43|1091481719.00|20358834.77|841989402.66|813475222.42|28514180.24|0.00|0.00|0.00|0.00
